"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/2021","3,536.29","3,573.52","3,573.52","3,518.05","45.25B","-1.83%"
"09/28/2021","3,602.22","3,577.89","3,610.92","3,568.82","44.42B","0.54%"
"09/27/2021","3,582.83","3,625.96","3,640.81","3,559.92","51.08B","-0.84%"
"09/24/2021","3,613.07","3,637.87","3,651.43","3,607.79","50.73B","-0.80%"
"09/23/2021","3,642.22","3,651.27","3,670.95","3,632.28","53.50B","0.38%"
"09/22/2021","3,628.49","3,563.21","3,629.45","3,560.50","47.23B","0.40%"
"09/17/2021","3,613.97","3,595.27","3,620.96","3,569.27","51.68B","0.19%"
"09/16/2021","3,607.09","3,664.84","3,677.92","3,606.73","54.67B","-1.34%"
"09/15/2021","3,656.22","3,651.16","3,677.53","3,638.32","47.50B","-0.17%"
"09/14/2021","3,662.60","3,709.63","3,723.85","3,655.63","56.50B","-1.42%"
"09/13/2021","3,715.37","3,699.25","3,716.83","3,692.82","55.75B","0.33%"
"09/10/2021","3,703.11","3,691.19","3,722.87","3,681.64","63.52B","0.27%"
"09/09/2021","3,693.13","3,666.82","3,693.45","3,662.16","60.48B","0.49%"
"09/08/2021","3,675.19","3,673.40","3,695.32","3,661.00","58.64B","-0.04%"
"09/07/2021","3,676.59","3,621.71","3,681.93","3,615.14","54.77B","1.51%"
"09/06/2021","3,621.86","3,580.14","3,626.29","3,580.14","52.17B","1.12%"
"09/03/2021","3,581.73","3,602.74","3,613.95","3,569.40","61.45B","-0.43%"
"09/02/2021","3,597.04","3,559.90","3,597.37","3,557.68","57.27B","0.84%"
"09/01/2021","3,567.10","3,543.87","3,582.32","3,514.67","66.73B","0.65%"
"08/31/2021","3,543.94","3,519.02","3,543.94","3,496.39","52.42B","0.45%"
"08/30/2021","3,528.15","3,535.07","3,539.49","3,512.99","51.28B","0.17%"
"08/27/2021","3,522.16","3,494.42","3,530.19","3,493.38","45.53B","0.59%"
"08/26/2021","3,501.66","3,537.31","3,537.32","3,499.45","50.29B","-1.09%"
"08/25/2021","3,540.38","3,517.92","3,540.39","3,510.07","45.00B","0.74%"
"08/24/2021","3,514.47","3,482.27","3,522.70","3,481.14","43.02B","1.07%"
"08/23/2021","3,477.13","3,436.80","3,481.25","3,436.67","38.47B","1.45%"
"08/20/2021","3,427.33","3,442.51","3,453.15","3,394.97","39.11B","-1.10%"
"08/19/2021","3,465.55","3,475.30","3,480.46","3,446.01","38.24B","-0.57%"
"08/18/2021","3,485.29","3,442.35","3,487.44","3,437.69","38.92B","1.11%"
"08/17/2021","3,446.98","3,512.11","3,531.72","3,438.12","42.29B","-2.00%"
"08/16/2021","3,517.34","3,514.34","3,537.85","3,510.90","39.11B","0.03%"
"08/13/2021","3,516.30","3,514.47","3,540.08","3,500.80","37.82B","-0.24%"
"08/12/2021","3,524.74","3,522.72","3,538.40","3,513.45","38.11B","-0.22%"
"08/11/2021","3,532.62","3,527.11","3,544.09","3,524.04","38.38B","0.08%"
"08/10/2021","3,529.93","3,488.66","3,529.93","3,477.06","34.51B","1.01%"
"08/09/2021","3,494.63","3,441.75","3,502.84","3,438.70","34.99B","1.05%"
"08/06/2021","3,458.23","3,465.48","3,466.39","3,436.93","33.68B","-0.24%"
"08/05/2021","3,466.55","3,461.72","3,486.16","3,449.39","34.84B","-0.31%"
"08/04/2021","3,477.22","3,442.94","3,477.60","3,440.78","34.87B","0.85%"
"08/03/2021","3,447.99","3,446.78","3,470.66","3,435.46","40.07B","-0.47%"
"08/02/2021","3,464.29","3,385.69","3,464.29","3,367.64","43.29B","1.97%"
"07/30/2021","3,397.36","3,398.20","3,404.88","3,370.45","38.14B","-0.42%"
"07/29/2021","3,411.72","3,403.84","3,416.61","3,382.57","34.46B","1.49%"
"07/28/2021","3,361.59","3,355.82","3,385.54","3,312.72","39.58B","-0.58%"
"07/27/2021","3,381.18","3,467.45","3,483.87","3,380.28","46.91B","-2.49%"
"07/26/2021","3,467.44","3,538.01","3,538.01","3,424.74","44.29B","-2.34%"
"07/23/2021","3,550.40","3,571.72","3,571.85","3,541.51","44.64B","-0.68%"
"07/22/2021","3,574.73","3,563.66","3,576.47","3,558.29","38.11B","0.34%"
"07/21/2021","3,562.66","3,543.05","3,569.09","3,543.05","33.90B","0.73%"
"07/20/2021","3,536.79","3,515.07","3,538.64","3,509.19","29.38B","-0.07%"
"07/19/2021","3,539.12","3,530.49","3,544.88","3,506.34","33.68B","-0.01%"
"07/16/2021","3,539.30","3,559.53","3,566.00","3,537.73","36.60B","-0.71%"
"07/15/2021","3,564.59","3,519.06","3,565.93","3,514.26","36.33B","1.02%"
"07/14/2021","3,528.50","3,560.83","3,560.83","3,525.49","37.22B","-1.07%"
"07/13/2021","3,566.52","3,547.59","3,567.48","3,542.82","36.24B","0.53%"
"07/12/2021","3,547.84","3,545.20","3,565.03","3,527.39","40.36B","0.67%"
"07/09/2021","3,524.09","3,512.23","3,529.31","3,485.05","34.99B","-0.04%"
"07/08/2021","3,525.50","3,557.22","3,558.68","3,521.06","35.09B","-0.79%"
"07/07/2021","3,553.72","3,508.59","3,557.88","3,504.47","31.88B","0.66%"
"07/06/2021","3,530.26","3,533.13","3,538.35","3,496.93","31.41B","-0.11%"
"07/05/2021","3,534.32","3,516.92","3,534.32","3,510.58","28.81B","0.44%"
"07/02/2021","3,518.76","3,569.89","3,569.89","3,514.34","29.19B","-1.95%"
"07/01/2021","3,588.78","3,600.55","3,607.70","3,573.94","29.19B","-0.07%"
"06/30/2021","3,591.20","3,572.62","3,594.12","3,569.50","26.82B","0.50%"
"06/29/2021","3,573.18","3,601.68","3,601.83","3,570.53","30.61B","-0.92%"
"06/28/2021","3,606.37","3,612.25","3,614.36","3,594.22","32.13B","-0.03%"
"06/25/2021","3,607.56","3,567.38","3,614.30","3,564.52","34.61B","1.15%"
"06/24/2021","3,566.65","3,568.58","3,570.49","3,548.82","33.54B","0.01%"
"06/23/2021","3,566.22","3,559.40","3,577.47","3,549.85","31.07B","0.25%"
"06/22/2021","3,557.41","3,539.79","3,560.19","3,536.81","30.75B","0.80%"
"06/21/2021","3,529.18","3,515.50","3,540.30","3,504.01","28.09B","0.12%"
"06/18/2021","3,525.10","3,520.50","3,535.62","3,503.18","29.67B","-0.01%"
"06/17/2021","3,525.60","3,508.32","3,534.20","3,507.35","27.72B","0.21%"
"06/16/2021","3,518.33","3,556.71","3,561.09","3,513.56","31.26B","-1.07%"
"06/15/2021","3,556.56","3,587.47","3,592.95","3,547.19","34.92B","-0.92%"
"06/11/2021","3,589.75","3,614.11","3,614.40","3,587.15","36.06B","-0.58%"
"06/10/2021","3,610.86","3,587.53","3,624.34","3,584.13","31.82B","0.54%"
"06/09/2021","3,591.40","3,576.80","3,598.71","3,572.64","29.83B","0.32%"
"06/08/2021","3,580.11","3,598.75","3,621.52","3,563.25","30.45B","-0.54%"
"06/07/2021","3,599.54","3,597.14","3,600.38","3,581.90","30.37B","0.21%"
"06/04/2021","3,591.84","3,565.47","3,618.80","3,561.89","33.09B","0.21%"
"06/03/2021","3,584.21","3,595.42","3,618.51","3,584.21","35.42B","-0.36%"
"06/02/2021","3,597.14","3,626.33","3,629.29","3,584.60","34.86B","-0.76%"
"06/01/2021","3,624.71","3,608.60","3,626.07","3,581.91","35.28B","0.26%"
"05/31/2021","3,615.48","3,600.07","3,615.66","3,580.65","33.15B","0.41%"
"05/28/2021","3,600.78","3,610.77","3,622.18","3,582.36","34.92B","-0.22%"
"05/27/2021","3,608.85","3,585.73","3,626.36","3,579.26","30.96B","0.43%"
"05/26/2021","3,593.36","3,586.84","3,603.49","3,585.37","34.20B","0.34%"
"05/25/2021","3,581.34","3,502.54","3,584.58","3,502.44","34.12B","2.40%"
"05/24/2021","3,497.28","3,486.27","3,498.30","3,469.87","28.95B","0.31%"
"05/21/2021","3,486.56","3,510.84","3,518.38","3,479.67","28.38B","-0.58%"
"05/20/2021","3,506.94","3,500.88","3,517.74","3,486.07","32.60B","-0.11%"
"05/19/2021","3,510.96","3,521.11","3,521.11","3,503.82","27.83B","-0.51%"
"05/18/2021","3,529.01","3,520.65","3,529.01","3,510.86","27.13B","0.32%"
"05/17/2021","3,517.62","3,490.41","3,530.51","3,490.14","32.21B","0.78%"
"05/14/2021","3,490.38","3,436.09","3,490.64","3,422.56","33.70B","1.77%"
"05/13/2021","3,429.54","3,432.14","3,448.02","3,418.38","31.93B","-0.96%"
"05/12/2021","3,462.75","3,429.75","3,466.37","3,428.39","31.14B","0.61%"
"05/11/2021","3,441.85","3,406.60","3,448.10","3,384.70","35.09B","0.40%"
"05/10/2021","3,427.99","3,423.59","3,429.74","3,401.93","37.42B","0.27%"
"05/07/2021","3,418.87","3,446.41","3,457.89","3,416.78","35.38B","-0.65%"
"05/06/2021","3,441.28","3,446.07","3,471.24","3,426.85","31.04B","-0.16%"
"04/30/2021","3,446.86","3,468.30","3,469.09","3,426.90","31.27B","-0.81%"
"04/29/2021","3,474.90","3,458.08","3,478.23","3,447.59","27.66B","0.52%"
"04/28/2021","3,457.07","3,432.16","3,457.07","3,423.32","24.74B","0.42%"
"04/27/2021","3,442.61","3,440.09","3,443.85","3,417.26","25.30B","0.04%"
"04/26/2021","3,441.17","3,484.11","3,497.12","3,438.57","27.70B","-0.95%"
"04/23/2021","3,474.17","3,462.09","3,482.36","3,456.33","24.94B","0.26%"
"04/22/2021","3,465.11","3,482.83","3,485.36","3,456.32","25.11B","-0.23%"
"04/21/2021","3,472.93","3,456.30","3,481.25","3,450.11","25.38B","0.00%"
"04/20/2021","3,472.94","3,467.15","3,494.30","3,463.46","28.53B","-0.13%"
"04/19/2021","3,477.55","3,427.55","3,479.01","3,414.36","30.27B","1.49%"
"04/16/2021","3,426.62","3,407.19","3,432.63","3,394.13","25.86B","0.81%"
"04/15/2021","3,398.99","3,409.61","3,409.61","3,373.09","23.40B","-0.52%"
"04/14/2021","3,416.72","3,397.02","3,420.03","3,392.98","23.32B","0.60%"
"04/13/2021","3,396.47","3,411.29","3,425.39","3,387.90","27.06B","-0.48%"
"04/12/2021","3,412.95","3,445.97","3,456.16","3,403.90","30.96B","-1.09%"
"04/09/2021","3,450.68","3,475.44","3,475.45","3,442.14","28.01B","-0.92%"
"04/08/2021","3,482.55","3,467.49","3,495.91","3,459.32","33.18B","0.08%"
"04/07/2021","3,479.63","3,483.42","3,483.42","3,453.19","29.58B","-0.10%"
"04/06/2021","3,482.97","3,491.63","3,493.28","3,471.76","23.47B","-0.04%"
"04/02/2021","3,484.39","3,472.63","3,487.59","3,462.83","26.27B","0.52%"
"04/01/2021","3,466.33","3,444.81","3,470.03","3,438.83","27.52B","0.71%"
"03/31/2021","3,441.91","3,452.21","3,452.21","3,420.83","28.30B","-0.43%"
"03/30/2021","3,456.68","3,432.53","3,457.63","3,423.32","28.54B","0.62%"
"03/29/2021","3,435.30","3,429.63","3,449.83","3,409.89","28.48B","0.50%"
"03/26/2021","3,418.33","3,373.32","3,423.22","3,373.32","27.46B","1.63%"
"03/25/2021","3,363.59","3,355.07","3,382.23","3,344.97","27.07B","-0.10%"
"03/24/2021","3,367.06","3,394.13","3,415.29","3,362.18","31.74B","-1.30%"
"03/23/2021","3,411.51","3,445.34","3,445.42","3,390.05","32.64B","-0.93%"
"03/22/2021","3,443.44","3,406.12","3,443.66","3,404.23","31.26B","1.14%"
"03/19/2021","3,404.66","3,423.87","3,439.52","3,389.29","30.92B","-1.69%"
"03/18/2021","3,463.07","3,449.64","3,478.14","3,449.38","28.44B","0.51%"
"03/17/2021","3,445.55","3,435.73","3,454.06","3,410.28","28.01B","-0.03%"
"03/16/2021","3,446.73","3,424.65","3,448.88","3,406.17","31.67B","0.78%"
"03/15/2021","3,419.95","3,441.88","3,457.49","3,392.51","36.78B","-0.96%"
"03/12/2021","3,453.08","3,447.20","3,454.51","3,417.24","35.80B","0.47%"
"03/11/2021","3,436.83","3,369.90","3,436.83","3,369.90","32.21B","2.36%"
"03/10/2021","3,357.74","3,389.84","3,397.03","3,354.82","29.97B","-0.05%"
"03/09/2021","3,359.29","3,415.34","3,429.15","3,328.31","40.77B","-1.82%"
"03/08/2021","3,421.41","3,524.98","3,542.30","3,421.22","38.70B","-2.30%"
"03/05/2021","3,501.99","3,463.31","3,523.57","3,456.67","35.64B","-0.04%"
"03/04/2021","3,503.49","3,546.64","3,552.20","3,487.38","39.36B","-2.05%"
"03/03/2021","3,576.90","3,500.16","3,577.62","3,498.72","34.77B","1.95%"
"03/02/2021","3,508.59","3,566.85","3,566.85","3,485.36","33.98B","-1.21%"
"03/01/2021","3,551.40","3,531.48","3,552.57","3,511.99","31.55B","1.21%"
"02/26/2021","3,509.08","3,514.56","3,550.41","3,500.70","33.33B","-2.12%"
"02/25/2021","3,585.05","3,595.54","3,608.56","3,568.47","36.62B","0.59%"
"02/24/2021","3,564.08","3,638.94","3,645.65","3,531.59","36.22B","-1.99%"
"02/23/2021","3,636.36","3,617.70","3,672.15","3,617.70","39.89B","-0.17%"
"02/22/2021","3,642.44","3,707.19","3,717.27","3,642.44","48.88B","-1.45%"
"02/19/2021","3,696.17","3,661.78","3,699.65","3,634.01","36.11B","0.57%"
"02/18/2021","3,675.36","3,721.09","3,731.69","3,663.66","34.03B","0.55%"
"02/10/2021","3,655.09","3,612.61","3,662.77","3,612.50","25.79B","1.43%"
"02/09/2021","3,603.49","3,539.77","3,604.01","3,528.68","25.38B","2.01%"
"02/08/2021","3,532.45","3,504.56","3,542.21","3,492.13","24.98B","1.03%"
"02/05/2021","3,496.33","3,509.49","3,536.54","3,492.96","29.01B","-0.16%"
"02/04/2021","3,501.86","3,503.78","3,524.72","3,465.77","29.88B","-0.44%"
"02/03/2021","3,517.31","3,531.15","3,544.01","3,508.51","29.74B","-0.46%"
"02/02/2021","3,533.68","3,510.81","3,535.50","3,495.57","26.45B","0.81%"
"02/01/2021","3,505.28","3,477.17","3,506.39","3,469.88","27.76B","0.64%"
"01/29/2021","3,483.07","3,521.72","3,531.60","3,446.55","29.37B","-0.63%"
"01/28/2021","3,505.18","3,534.67","3,549.54","3,496.88","27.09B","-1.91%"
"01/27/2021","3,573.34","3,567.55","3,578.80","3,546.49","26.41B","0.11%"
"01/26/2021","3,569.43","3,610.97","3,610.97","3,564.74","27.81B","-1.51%"
"01/25/2021","3,624.24","3,605.36","3,637.10","3,591.02","32.73B","0.48%"
"01/22/2021","3,606.75","3,616.54","3,616.54","3,585.03","32.45B","-0.40%"
"01/21/2021","3,621.26","3,590.92","3,636.24","3,585.80","32.75B","1.07%"
"01/20/2021","3,583.09","3,564.12","3,589.96","3,556.44","27.23B","0.47%"
"01/19/2021","3,566.38","3,596.36","3,603.15","3,553.02","32.34B","-0.83%"
"01/18/2021","3,596.22","3,554.80","3,608.77","3,544.26","30.17B","0.84%"
"01/15/2021","3,566.38","3,566.28","3,589.27","3,533.79","32.46B","0.01%"
"01/14/2021","3,565.90","3,584.93","3,599.06","3,559.60","34.77B","-0.91%"
"01/13/2021","3,598.65","3,613.28","3,622.35","3,575.59","38.81B","-0.27%"
"01/12/2021","3,608.34","3,518.01","3,608.34","3,517.47","32.34B","2.18%"
"01/11/2021","3,531.50","3,571.32","3,597.70","3,516.99","36.25B","-1.08%"
"01/08/2021","3,570.11","3,577.69","3,588.06","3,544.89","34.56B","-0.17%"
"01/07/2021","3,576.20","3,552.91","3,576.20","3,526.62","40.53B","0.71%"
"01/06/2021","3,550.88","3,530.91","3,556.80","3,513.13","37.02B","0.63%"
"01/05/2021","3,528.68","3,492.19","3,528.68","3,484.72","40.80B","0.73%"
"01/04/2021","3,502.96","3,474.68","3,511.66","3,457.21","38.08B","0.86%"
"12/31/2020","3,473.07","3,419.73","3,474.92","3,419.73","33.57B","1.72%"
"12/30/2020","3,414.45","3,375.01","3,414.45","3,374.42","29.10B","1.05%"
"12/29/2020","3,379.04","3,399.29","3,407.09","3,376.09","31.18B","-0.54%"
"12/28/2020","3,397.29","3,396.36","3,412.52","3,383.65","31.62B","0.02%"
"12/25/2020","3,396.56","3,351.79","3,397.01","3,348.35","29.45B","0.99%"
"12/24/2020","3,363.11","3,382.19","3,394.07","3,354.02","27.50B","-0.57%"
"12/23/2020","3,382.32","3,362.47","3,394.21","3,360.20","29.95B","0.76%"
"12/22/2020","3,356.78","3,410.97","3,415.75","3,353.86","32.30B","-1.86%"
"12/21/2020","3,420.57","3,394.39","3,423.61","3,381.12","28.38B","0.76%"
"12/18/2020","3,394.90","3,400.49","3,413.81","3,382.75","28.10B","-0.29%"
"12/17/2020","3,404.87","3,367.28","3,406.15","3,354.01","27.55B","1.13%"
"12/16/2020","3,366.98","3,371.26","3,378.66","3,359.17","22.08B","-0.01%"
"12/15/2020","3,367.23","3,366.58","3,373.56","3,348.42","22.57B","-0.06%"
"12/14/2020","3,369.12","3,349.53","3,371.13","3,338.63","23.98B","0.66%"
"12/11/2020","3,347.19","3,381.01","3,383.18","3,325.17","29.86B","-0.77%"
"12/10/2020","3,373.28","3,365.73","3,384.89","3,357.75","24.73B","0.04%"
"12/09/2020","3,371.96","3,416.08","3,422.54","3,371.92","26.07B","-1.12%"
"12/08/2020","3,410.18","3,417.69","3,428.66","3,403.03","22.69B","-0.19%"
"12/07/2020","3,416.60","3,446.65","3,449.58","3,414.31","25.45B","-0.81%"
"12/04/2020","3,444.58","3,436.73","3,448.40","3,417.05","25.63B","0.07%"
"12/03/2020","3,442.14","3,448.54","3,452.16","3,428.80","29.85B","-0.21%"
"12/02/2020","3,449.38","3,453.52","3,465.73","3,435.87","31.28B","-0.07%"
"12/01/2020","3,451.94","3,388.99","3,457.64","3,386.91","31.62B","1.77%"
"11/30/2020","3,391.76","3,418.16","3,456.74","3,391.76","38.50B","-0.49%"
"11/27/2020","3,408.31","3,373.84","3,408.31","3,364.49","28.06B","1.14%"
"11/26/2020","3,369.73","3,360.06","3,371.45","3,344.28","25.59B","0.22%"
"11/25/2020","3,362.33","3,417.51","3,423.49","3,362.33","32.21B","-1.19%"
"11/24/2020","3,402.82","3,407.41","3,413.93","3,396.24","30.10B","-0.34%"
"11/23/2020","3,414.49","3,384.10","3,431.65","3,377.99","37.39B","1.09%"
"11/20/2020","3,377.73","3,359.60","3,380.15","3,356.31","26.13B","0.44%"
"11/19/2020","3,363.09","3,339.09","3,367.33","3,330.45","25.33B","0.47%"
"11/18/2020","3,347.30","3,337.33","3,358.89","3,333.99","28.75B","0.22%"
"11/17/2020","3,339.90","3,347.15","3,347.70","3,323.95","28.36B","-0.21%"
"11/16/2020","3,346.97","3,325.62","3,346.97","3,313.65","27.96B","1.11%"
"11/13/2020","3,310.10","3,327.23","3,327.23","3,291.64","22.79B","-0.86%"
"11/12/2020","3,338.68","3,344.46","3,350.28","3,329.49","21.65B","-0.11%"
"11/11/2020","3,342.20","3,354.02","3,365.84","3,339.04","27.12B","-0.53%"
"11/10/2020","3,360.15","3,387.62","3,387.62","3,346.17","27.87B","-0.40%"
"11/09/2020","3,373.73","3,329.43","3,380.82","3,329.43","31.02B","1.86%"
"11/06/2020","3,312.16","3,326.46","3,326.46","3,292.15","23.49B","-0.24%"
"11/05/2020","3,320.13","3,305.58","3,320.41","3,291.60","22.68B","1.30%"
"11/04/2020","3,277.44","3,273.43","3,286.62","3,254.11","18.85B","0.19%"
"11/03/2020","3,271.07","3,239.81","3,278.38","3,237.85","21.53B","1.42%"
"11/02/2020","3,225.12","3,228.72","3,242.80","3,209.91","22.68B","0.02%"
"10/30/2020","3,224.53","3,278.63","3,279.86","3,219.42","23.02B","-1.47%"
"10/29/2020","3,272.73","3,235.76","3,289.77","3,231.12","18.47B","0.11%"
"10/28/2020","3,269.24","3,256.22","3,275.87","3,238.38","17.32B","0.46%"
"10/27/2020","3,254.32","3,240.74","3,258.34","3,235.54","14.91B","0.10%"
"10/26/2020","3,251.12","3,258.70","3,264.45","3,226.60","16.77B","-0.82%"
"10/23/2020","3,278.00","3,308.16","3,326.05","3,276.62","17.42B","-1.04%"
"10/22/2020","3,312.50","3,315.82","3,320.88","3,281.37","16.60B","-0.38%"
"10/21/2020","3,325.02","3,332.15","3,332.15","3,304.17","17.76B","-0.09%"
"10/20/2020","3,328.10","3,307.15","3,328.10","3,293.77","16.51B","0.47%"
"10/19/2020","3,312.67","3,351.10","3,371.09","3,307.84","21.23B","-0.71%"
"10/16/2020","3,336.36","3,334.46","3,348.95","3,319.11","19.43B","0.13%"
"10/15/2020","3,332.18","3,342.92","3,354.58","3,330.00","19.10B","-0.26%"
"10/14/2020","3,340.78","3,353.62","3,353.62","3,332.96","19.87B","-0.56%"
"10/13/2020","3,359.75","3,353.12","3,361.83","3,334.50","20.49B","0.04%"
"10/12/2020","3,358.47","3,287.33","3,359.15","3,286.11","25.96B","2.64%"
"10/09/2020","3,272.08","3,262.61","3,280.51","3,260.19","18.83B","1.68%"
"09/30/2020","3,218.05","3,232.71","3,244.91","3,202.34","15.35B","-0.20%"
"09/29/2020","3,224.36","3,231.85","3,242.79","3,219.79","15.13B","0.21%"
"09/28/2020","3,217.53","3,224.98","3,238.18","3,210.89","15.60B","-0.06%"
"09/25/2020","3,219.42","3,234.37","3,239.47","3,208.03","16.48B","-0.12%"
"09/24/2020","3,223.18","3,262.88","3,265.35","3,221.24","20.67B","-1.72%"
"09/23/2020","3,279.71","3,278.84","3,289.76","3,264.89","16.92B","0.17%"
"09/22/2020","3,274.30","3,290.67","3,320.23","3,265.70","21.40B","-1.29%"
"09/21/2020","3,316.94","3,348.90","3,350.59","3,313.07","21.65B","-0.63%"
"09/18/2020","3,338.09","3,270.91","3,338.32","3,268.53","25.63B","2.07%"
"09/17/2020","3,270.44","3,277.32","3,290.41","3,248.50","20.29B","-0.41%"
"09/16/2020","3,283.92","3,293.17","3,302.46","3,271.07","20.04B","-0.36%"
"09/15/2020","3,295.68","3,277.13","3,297.69","3,263.75","19.77B","0.51%"
"09/14/2020","3,278.81","3,275.92","3,283.53","3,261.15","21.39B","0.57%"
"09/11/2020","3,260.35","3,225.78","3,262.50","3,220.54","22.17B","0.79%"
"09/10/2020","3,234.82","3,282.23","3,285.47","3,227.64","31.25B","-0.61%"
"09/09/2020","3,254.63","3,281.00","3,289.61","3,238.56","35.15B","-1.86%"
"09/08/2020","3,316.42","3,301.22","3,324.39","3,276.44","27.11B","0.72%"
"09/07/2020","3,292.59","3,349.92","3,368.24","3,285.63","26.06B","-1.87%"
"09/04/2020","3,355.37","3,336.41","3,360.11","3,328.55","22.16B","-0.87%"
"09/03/2020","3,384.98","3,404.03","3,425.63","3,374.26","25.53B","-0.58%"
"09/02/2020","3,404.80","3,420.47","3,421.40","3,377.21","26.15B","-0.17%"
"09/01/2020","3,410.61","3,389.74","3,410.61","3,381.71","24.70B","0.44%"
"08/31/2020","3,395.68","3,416.55","3,442.74","3,395.47","32.35B","-0.24%"
"08/28/2020","3,403.81","3,346.29","3,405.88","3,339.65","27.13B","1.60%"
"08/27/2020","3,350.11","3,333.49","3,351.83","3,312.99","23.71B","0.61%"
"08/26/2020","3,329.74","3,371.81","3,382.60","3,320.14","29.45B","-1.30%"
"08/25/2020","3,373.58","3,392.88","3,408.87","3,364.16","27.71B","-0.36%"
"08/24/2020","3,385.64","3,391.11","3,396.57","3,368.03","26.62B","0.15%"
"08/21/2020","3,380.68","3,380.23","3,393.92","3,358.00","28.75B","0.50%"
"08/20/2020","3,363.90","3,385.96","3,394.56","3,352.78","33.56B","-1.30%"
"08/19/2020","3,408.13","3,444.56","3,454.46","3,406.16","40.57B","-1.24%"
"08/18/2020","3,451.09","3,441.93","3,456.72","3,432.64","38.07B","0.36%"
"08/17/2020","3,438.80","3,373.90","3,450.90","3,369.37","43.46B","2.34%"
"08/14/2020","3,360.10","3,315.67","3,362.03","3,302.74","30.60B","1.19%"
"08/13/2020","3,320.73","3,328.18","3,338.15","3,309.46","32.43B","0.04%"
"08/12/2020","3,319.27","3,327.49","3,335.73","3,263.27","37.83B","-0.63%"
"08/11/2020","3,340.29","3,379.49","3,409.06","3,336.09","40.05B","-1.15%"
"08/10/2020","3,379.25","3,341.53","3,399.93","3,335.04","38.14B","0.75%"
"08/07/2020","3,354.04","3,370.59","3,374.13","3,307.71","40.39B","-0.96%"
"08/06/2020","3,386.46","3,380.76","3,392.70","3,334.33","41.53B","0.26%"
"08/05/2020","3,377.56","3,363.33","3,383.64","3,333.88","38.58B","0.17%"
"08/04/2020","3,371.69","3,376.44","3,391.07","3,352.50","44.23B","0.11%"
"08/03/2020","3,367.97","3,332.18","3,368.10","3,327.68","40.75B","1.75%"
"07/31/2020","3,310.01","3,280.80","3,333.79","3,261.61","35.38B","0.71%"
"07/30/2020","3,286.82","3,299.57","3,312.45","3,282.16","34.07B","-0.23%"
"07/29/2020","3,294.55","3,221.99","3,294.55","3,209.99","32.49B","2.06%"
"07/28/2020","3,227.96","3,226.13","3,245.30","3,208.49","28.94B","0.71%"
"07/27/2020","3,205.23","3,210.39","3,221.98","3,174.66","29.93B","0.26%"
"07/24/2020","3,196.77","3,310.64","3,319.13","3,184.96","42.71B","-3.86%"
"07/23/2020","3,325.11","3,306.15","3,336.30","3,257.83","40.70B","-0.24%"
"07/22/2020","3,333.16","3,315.18","3,381.98","3,311.79","39.33B","0.37%"
"07/21/2020","3,320.89","3,330.55","3,336.68","3,300.57","35.93B","0.20%"
"07/20/2020","3,314.15","3,243.91","3,314.15","3,220.68","41.86B","3.11%"
"07/17/2020","3,214.13","3,214.40","3,252.78","3,181.27","35.97B","0.13%"
"07/16/2020","3,210.10","3,356.36","3,373.53","3,209.73","49.06B","-4.50%"
"07/15/2020","3,361.30","3,422.08","3,432.45","3,345.75","49.20B","-1.56%"
"07/14/2020","3,414.62","3,435.02","3,451.22","3,366.08","54.32B","-0.83%"
"07/13/2020","3,443.29","3,379.39","3,458.79","3,369.04","55.80B","1.77%"
"07/10/2020","3,383.32","3,418.93","3,433.11","3,372.51","55.61B","-1.95%"
"07/09/2020","3,450.59","3,403.48","3,456.97","3,393.64","62.00B","1.39%"
"07/08/2020","3,403.44","3,337.55","3,421.53","3,327.71","58.71B","1.74%"
"07/07/2020","3,345.34","3,380.95","3,407.08","3,336.24","65.78B","0.37%"
"07/06/2020","3,332.88","3,187.84","3,337.27","3,187.84","64.39B","5.71%"
"07/03/2020","3,152.81","3,104.00","3,152.81","3,104.00","45.88B","2.01%"
"07/02/2020","3,090.57","3,023.72","3,092.44","3,021.67","39.11B","2.13%"
"07/01/2020","3,025.98","2,991.18","3,026.19","2,984.98","27.33B","1.38%"
"06/30/2020","2,984.67","2,965.11","2,990.83","2,965.11","21.50B","0.78%"
"06/29/2020","2,961.52","2,973.08","2,977.91","2,951.77","22.06B","-0.61%"
"06/24/2020","2,979.55","2,972.98","2,982.94","2,971.22","21.32B","0.30%"
"06/23/2020","2,970.62","2,960.89","2,972.40","2,949.85","22.52B","0.18%"
"06/22/2020","2,965.27","2,966.90","2,983.44","2,959.03","26.79B","-0.08%"
"06/19/2020","2,967.63","2,938.79","2,973.32","2,935.82","26.43B","0.96%"
"06/18/2020","2,939.32","2,929.88","2,942.90","2,920.11","25.87B","0.12%"
"06/17/2020","2,935.87","2,932.67","2,936.62","2,919.04","23.47B","0.14%"
"06/16/2020","2,931.75","2,912.83","2,931.78","2,909.13","22.33B","1.44%"
"06/15/2020","2,890.03","2,908.28","2,922.54","2,890.03","24.32B","-1.02%"
"06/12/2020","2,919.74","2,876.80","2,930.26","2,872.62","23.60B","-0.04%"
"06/11/2020","2,920.90","2,939.79","2,952.65","2,912.19","23.37B","-0.78%"
"06/10/2020","2,943.75","2,951.28","2,951.33","2,934.84","20.79B","-0.42%"
"06/09/2020","2,956.11","2,939.54","2,957.12","2,932.94","20.90B","0.62%"
