날짜,종가,오픈,고가,저가,거래량,변동 %
2019-11-04,"3,665.21","3,631.45","3,671.81","3,631.45",41.80M,1.14%
2019-11-01,"3,623.74","3,610.22","3,633.64","3,607.68",27.79M,0.54%
2019-10-31,"3,604.41","3,625.36","3,631.87","3,593.60",44.94M,-0.44%
2019-10-30,"3,620.29","3,616.25","3,624.53","3,596.30",42.74M,-0.05%
2019-10-29,"3,622.09","3,625.53","3,625.99","3,611.77",34.74M,-0.10%
2019-10-28,"3,625.69","3,623.84","3,637.94","3,614.83",31.46M,0.03%
2019-10-25,"3,624.68","3,622.79","3,631.04","3,604.40",32.17M,0.09%
2019-10-24,"3,621.37","3,611.62","3,626.88","3,607.84",51.63M,0.40%
2019-10-23,"3,606.89","3,595.78","3,608.63","3,585.76",36.31M,0.06%
2019-10-22,"3,604.82","3,600.94","3,609.34","3,586.64",32.15M,0.13%
2019-10-21,"3,600.08","3,583.37","3,608.95","3,578.81",34.60M,0.58%
2019-10-18,"3,579.41","3,587.40","3,596.71","3,571.01",34.80M,-0.26%
2019-10-17,"3,588.62","3,595.73","3,630.43","3,588.62",44.31M,-0.30%
2019-10-16,"3,599.25","3,600.76","3,610.44","3,588.09",46.72M,0.02%
2019-10-15,"3,598.65","3,562.39","3,610.31","3,562.39",42.81M,1.19%
2019-10-14,"3,556.26","3,565.38","3,565.38","3,531.23",25.85M,-0.38%
2019-10-11,"3,569.92","3,494.78","3,569.92","3,490.52",47.63M,2.17%
2019-10-10,"3,493.96","3,469.99","3,501.19","3,445.44",35.74M,0.92%
2019-10-09,"3,462.11","3,433.17","3,473.92","3,427.77",25.25M,0.85%
2019-10-08,"3,432.76","3,473.24","3,476.46","3,426.82",28.96M,-1.11%
2019-10-07,"3,471.24","3,442.14","3,471.88","3,433.87",24.77M,0.71%
2019-10-04,"3,446.71","3,423.75","3,446.71","3,406.44",32.07M,0.86%
2019-10-03,"3,417.37","3,414.14","3,431.24","3,398.64",32.35M,0.12%
2019-10-02,"3,413.31","3,516.88","3,516.88","3,413.31",46.05M,-2.98%
2019-10-01,"3,518.25","3,573.08","3,588.68","3,518.25",35.33M,-1.43%
2019-09-30,"3,569.45","3,545.07","3,570.15","3,536.91",34.92M,0.66%
2019-09-27,"3,545.88","3,534.47","3,553.25","3,534.47",27.26M,0.39%
2019-09-26,"3,532.18","3,509.80","3,538.16","3,506.05",30.75M,0.55%
2019-09-25,"3,513.03","3,526.84","3,526.84","3,480.28",35.38M,-0.54%
2019-09-24,"3,532.05","3,542.53","3,547.98","3,531.65",29.82M,-0.14%
2019-09-23,"3,536.97","3,565.96","3,565.96","3,526.26",35.11M,-0.96%
2019-09-20,"3,571.39","3,552.73","3,578.04","3,546.30",87.16M,0.53%
2019-09-19,"3,552.65","3,527.50","3,554.87","3,524.37",34.83M,0.70%
2019-09-18,"3,528.04","3,520.88","3,536.65","3,518.01",32.02M,0.19%
2019-09-17,"3,521.26","3,517.57","3,527.00","3,506.36",38.65M,0.08%
2019-09-16,"3,518.45","3,540.47","3,540.47","3,518.45",39.32M,-0.89%
2019-09-13,"3,550.11","3,539.93","3,555.85","3,534.38",44.76M,0.32%
2019-09-12,"3,538.86","3,522.04","3,555.10","3,512.59",51.02M,0.63%
2019-09-11,"3,516.82","3,502.24","3,520.95","3,502.24",44.09M,0.51%
2019-09-10,"3,498.99","3,493.80","3,501.68","3,479.58",46.31M,0.11%
2019-09-09,"3,495.02","3,495.85","3,503.05","3,486.75",34.62M,0.00%
2019-09-06,"3,495.19","3,484.86","3,495.87","3,479.62",35.28M,0.30%
2019-09-05,"3,484.70","3,453.99","3,488.48","3,453.99",40.11M,0.98%
2019-09-04,"3,450.83","3,424.98","3,461.06","3,424.98",36.06M,0.88%
2019-09-03,"3,420.74","3,432.22","3,432.22","3,406.55",28.43M,-0.34%
2019-09-02,"3,432.54","3,426.24","3,442.71","3,426.24",20.01M,0.17%
2019-08-30,"3,426.76","3,412.45","3,443.08","3,412.11",39.17M,0.45%
2019-08-29,"3,411.33","3,362.12","3,415.36","3,356.68",42.79M,1.37%
2019-08-28,"3,365.38","3,363.51","3,368.23","3,334.07",28.77M,-0.15%
2019-08-27,"3,370.47","3,348.84","3,380.88","3,334.49",36.63M,0.65%
2019-08-26,"3,348.84","3,329.73","3,360.93","3,318.33",27.18M,0.44%
2019-08-23,"3,334.25","3,382.31","3,394.21","3,334.25",35.52M,-1.17%
2019-08-22,"3,373.67","3,390.05","3,405.35","3,366.44",32.11M,-0.63%
2019-08-21,"3,394.89","3,353.66","3,400.06","3,353.66",27.74M,1.33%
2019-08-20,"3,350.23","3,368.21","3,379.96","3,341.23",29.87M,-0.56%
2019-08-19,"3,369.19","3,332.93","3,377.76","3,332.93",34.74M,1.20%
2019-08-16,"3,329.08","3,286.54","3,333.44","3,286.54",59.94M,1.41%
2019-08-15,"3,282.78","3,294.50","3,306.88","3,239.20",43.56M,-0.18%
2019-08-14,"3,288.70","3,358.12","3,358.73","3,276.01",45.27M,-2.04%
2019-08-13,"3,357.16","3,324.36","3,380.81","3,298.32",45.17M,0.92%
2019-08-12,"3,326.55","3,340.82","3,370.63","3,318.66",31.86M,-0.22%
2019-08-09,"3,333.74","3,366.29","3,367.43","3,326.73",46.24M,-1.23%
2019-08-08,"3,375.38","3,323.77","3,375.38","3,323.77",36.79M,1.98%
2019-08-07,"3,309.99","3,301.31","3,339.07","3,283.13",43.63M,0.56%
2019-08-06,"3,291.66","3,310.08","3,337.54","3,291.66",37.77M,-0.58%
2019-08-05,"3,310.93","3,365.49","3,365.49","3,302.30",46.95M,-1.93%
2019-08-02,"3,376.12","3,473.00","3,473.00","3,368.66",56.48M,-3.26%
2019-08-01,"3,490.03","3,458.01","3,491.16","3,451.60",38.75M,0.67%
2019-07-31,"3,466.85","3,464.69","3,477.35","3,458.11",37.81M,0.12%
2019-07-30,"3,462.85","3,523.97","3,526.53","3,455.13",45.84M,-1.72%
2019-07-29,"3,523.58","3,522.36","3,539.94","3,517.12",24.71M,-0.03%
2019-07-26,"3,524.47","3,511.16","3,526.99","3,506.49",31.68M,0.41%
2019-07-25,"3,510.15","3,538.27","3,573.57","3,491.77",52.07M,-0.64%
2019-07-24,"3,532.90","3,533.30","3,537.71","3,520.84",28.72M,0.00%
2019-07-23,"3,532.87","3,496.86","3,544.34","3,496.86",33.05M,1.23%
2019-07-22,"3,489.92","3,478.77","3,498.69","3,476.43",29.01M,0.28%
2019-07-19,"3,480.18","3,488.68","3,514.33","3,470.40",43.53M,-0.08%
2019-07-18,"3,482.83","3,497.40","3,500.82","3,467.25",33.61M,-0.54%
2019-07-17,"3,501.58","3,520.74","3,529.45","3,497.25",29.00M,-0.56%
2019-07-16,"3,521.36","3,500.89","3,530.11","3,498.34",29.74M,0.55%
2019-07-15,"3,502.22","3,497.99","3,517.84","3,483.17",24.41M,0.13%
2019-07-12,"3,497.63","3,497.02","3,505.79","3,492.18",27.54M,0.03%
2019-07-11,"3,496.73","3,506.33","3,515.77","3,493.77",28.16M,-0.14%
2019-07-10,"3,501.52","3,508.54","3,523.60","3,497.74",32.31M,-0.23%
2019-07-09,"3,509.75","3,522.27","3,522.27","3,492.18",31.26M,-0.40%
2019-07-08,"3,523.76","3,525.21","3,531.47","3,514.41",27.73M,-0.12%
2019-07-05,"3,527.98","3,542.23","3,544.02","3,514.25",32.99M,-0.46%
2019-07-04,"3,544.15","3,541.85","3,549.26","3,537.35",37.79M,0.10%
2019-07-03,"3,540.63","3,507.70","3,540.63","3,507.70",42.94M,0.93%
2019-07-02,"3,507.98","3,498.93","3,511.13","3,491.44",29.39M,0.30%
2019-07-01,"3,497.59","3,476.08","3,519.98","3,476.08",31.31M,0.69%
2019-06-28,"3,473.69","3,442.39","3,476.93","3,442.39",35.34M,0.91%
2019-06-27,"3,442.38","3,444.36","3,454.21","3,424.68",32.94M,-0.02%
2019-06-26,"3,442.95","3,444.28","3,460.16","3,434.33",32.74M,-0.04%
2019-06-25,"3,444.36","3,454.31","3,454.31","3,440.06",28.18M,-0.32%
2019-06-24,"3,455.57","3,466.38","3,473.75","3,449.19",28.75M,-0.33%
2019-06-21,"3,466.92","3,468.73","3,496.79","3,459.04",82.06M,-0.03%
2019-06-20,"3,468.08","3,460.10","3,487.00","3,460.10",51.00M,0.39%
2019-06-19,"3,454.70","3,454.52","3,457.37","3,444.12",38.99M,0.05%
2019-06-18,"3,452.89","3,381.50","3,458.91","3,366.87",51.50M,2.06%
2019-06-17,"3,383.21","3,382.45","3,393.89","3,375.80",24.96M,0.12%
2019-06-14,"3,379.19","3,388.78","3,388.78","3,363.07",27.21M,-0.33%
2019-06-13,"3,390.50","3,384.32","3,401.72","3,373.68",29.11M,0.11%
2019-06-12,"3,386.63","3,398.58","3,398.58","3,376.45",31.07M,-0.43%
2019-06-11,"3,401.10","3,386.73","3,418.18","3,386.73",32.62M,0.43%
2019-06-10,"3,386.45","3,381.52","3,391.37","3,379.67",20.07M,0.24%
2019-06-07,"3,378.38","3,341.33","3,391.05","3,341.33",32.97M,1.20%
2019-06-06,"3,338.41","3,341.29","3,370.80","3,326.90",42.80M,-0.05%
2019-06-05,"3,339.95","3,334.40","3,355.69","3,326.93",34.49M,0.19%
2019-06-04,"3,333.49","3,293.63","3,338.08","3,275.20",43.96M,1.01%
2019-06-03,"3,300.22","3,274.97","3,300.22","3,248.54",36.05M,0.60%
2019-05-31,"3,280.43","3,312.41","3,312.41","3,258.04",50.88M,-1.14%
2019-05-30,"3,318.15","3,301.51","3,323.72","3,301.51",27.51M,0.62%
2019-05-29,"3,297.81","3,337.38","3,337.38","3,288.52",39.71M,-1.52%
2019-05-28,"3,348.86","3,364.23","3,369.91","3,337.77",54.25M,-0.45%
2019-05-27,"3,364.04","3,350.60","3,380.85","3,350.60",20.19M,0.40%
2019-05-24,"3,350.70","3,330.99","3,365.58","3,330.99",36.32M,0.71%
2019-05-23,"3,327.20","3,378.48","3,378.48","3,323.70",46.79M,-1.76%
2019-05-22,"3,386.72","3,384.92","3,396.87","3,359.60",37.22M,0.01%
2019-05-21,"3,386.51","3,371.26","3,395.91","3,370.38",38.71M,0.50%
2019-05-20,"3,369.78","3,417.12","3,426.87","3,360.26",55.33M,-1.63%
2019-05-17,"3,425.64","3,433.69","3,436.45","3,402.56",50.90M,-0.38%
2019-05-16,"3,438.56","3,379.70","3,438.56","3,365.49",44.25M,1.56%
2019-05-15,"3,385.78","3,364.88","3,385.78","3,332.68",45.61M,0.64%
2019-05-14,"3,364.38","3,324.85","3,364.38","3,324.85",37.32M,1.31%
2019-05-13,"3,320.78","3,362.52","3,365.51","3,311.17",40.79M,-1.20%
2019-05-10,"3,361.05","3,353.68","3,386.22","3,349.84",37.07M,0.31%
2019-05-09,"3,350.71","3,401.99","3,401.99","3,346.45",43.42M,-1.95%
2019-05-08,"3,417.26","3,400.19","3,423.96","3,389.07",41.83M,0.47%
2019-05-07,"3,401.16","3,460.56","3,467.64","3,396.90",48.49M,-1.78%
2019-05-06,"3,462.95","3,487.54","3,487.54","3,423.33",33.94M,-1.13%
2019-05-03,"3,502.48","3,489.48","3,510.04","3,486.72",28.07M,0.39%
2019-05-02,"3,488.93","3,505.77","3,511.43","3,487.75",39.61M,-0.73%
2019-05-01,"3,514.62","3,514.62","3,514.62","3,514.62",40.55M,0.00%
2019-04-30,"3,514.62","3,499.71","3,514.62","3,488.10",40.55M,0.36%
2019-04-29,"3,501.94","3,494.47","3,508.76","3,481.08",33.29M,0.04%
2019-04-26,"3,500.41","3,492.06","3,503.46","3,484.13",31.92M,0.24%
2019-04-25,"3,491.92","3,495.41","3,496.40","3,476.28",36.71M,-0.31%
2019-04-24,"3,502.63","3,500.56","3,515.15","3,491.89",41.76M,-0.03%
2019-04-23,"3,503.85","3,494.40","3,506.68","3,487.17",33.09M,0.13%
2019-04-18,"3,499.23","3,477.67","3,506.82","3,464.64",47.45M,0.62%
2019-04-17,"3,477.73","3,466.89","3,486.76","3,459.81",41.37M,0.41%
2019-04-16,"3,463.36","3,450.75","3,465.98","3,450.75",37.20M,0.37%
2019-04-15,"3,450.46","3,448.91","3,456.54","3,443.56",33.92M,0.08%
2019-04-12,"3,447.83","3,432.16","3,454.77","3,425.84",47.00M,0.36%
2019-04-11,"3,435.34","3,430.73","3,442.25","3,412.15",38.02M,0.31%
2019-04-10,"3,424.65","3,418.36","3,435.32","3,418.36",30.19M,0.22%
2019-04-09,"3,417.22","3,437.07","3,450.69","3,416.67",30.88M,-0.61%
2019-04-08,"3,438.06","3,446.15","3,447.11","3,433.47",26.00M,-0.27%
2019-04-05,"3,447.47","3,445.05","3,453.02","3,437.92",32.06M,0.16%
2019-04-04,"3,441.93","3,434.34","3,449.44","3,425.19",34.17M,0.19%
2019-04-03,"3,435.56","3,399.93","3,435.90","3,399.93",37.85M,1.17%
2019-04-02,"3,395.70","3,386.18","3,402.77","3,382.84",29.74M,0.30%
2019-04-01,"3,385.38","3,353.67","3,390.98","3,353.67",39.34M,1.00%
2019-03-29,"3,351.71","3,326.45","3,354.30","3,326.45",37.03M,0.95%
2019-03-28,"3,320.29","3,321.34","3,337.56","3,315.91",32.24M,-0.05%
2019-03-27,"3,322.04","3,322.64","3,344.67","3,302.80",46.17M,0.08%
2019-03-26,"3,319.53","3,302.13","3,326.35","3,293.68",33.04M,0.58%
2019-03-25,"3,300.48","3,297.41","3,313.43","3,281.97",34.96M,-0.16%
2019-03-22,"3,305.73","3,371.68","3,377.93","3,301.60",59.83M,-1.83%
2019-03-21,"3,367.40","3,372.36","3,376.21","3,348.95",35.62M,-0.15%
2019-03-20,"3,372.38","3,404.10","3,406.12","3,372.38",34.00M,-1.07%
2019-03-19,"3,409.00","3,389.81","3,422.34","3,386.26",35.23M,0.62%
2019-03-18,"3,387.94","3,385.46","3,392.63","3,380.65",37.21M,0.05%
2019-03-15,"3,386.08","3,345.06","3,394.32","3,345.06",94.14M,1.32%
2019-03-14,"3,342.03","3,322.92","3,349.85","3,322.92",38.45M,0.56%
2019-03-13,"3,323.45","3,301.81","3,327.35","3,300.17",33.48M,0.59%
2019-03-12,"3,303.95","3,312.32","3,320.24","3,291.91",31.69M,-0.01%
2019-03-11,"3,304.44","3,290.76","3,306.64","3,284.68",30.33M,0.63%
2019-03-08,"3,283.60","3,299.85","3,299.85","3,273.68",46.67M,-0.76%
2019-03-07,"3,308.85","3,321.18","3,337.66","3,293.34",57.84M,-0.48%
2019-03-06,"3,324.67","3,322.96","3,340.67","3,317.98",37.04M,-0.08%
2019-03-05,"3,327.19","3,316.96","3,330.72","3,308.64",34.82M,0.30%
2019-03-04,"3,317.12","3,318.10","3,329.65","3,315.63",29.00M,0.15%
2019-03-01,"3,312.10","3,306.59","3,330.48","3,306.59",39.24M,0.42%
2019-02-28,"3,298.26","3,271.14","3,301.02","3,268.95",52.76M,0.47%
2019-02-27,"3,282.77","3,283.57","3,287.47","3,269.98",43.96M,-0.20%
2019-02-26,"3,289.32","3,275.14","3,293.76","3,261.03",35.40M,0.28%
2019-02-25,"3,280.01","3,275.02","3,289.48","3,275.02",34.42M,0.29%
2019-02-22,"3,270.55","3,263.49","3,281.78","3,259.74",27.40M,0.21%
2019-02-21,"3,263.70","3,261.74","3,270.07","3,254.57",34.68M,0.13%
2019-02-20,"3,259.49","3,241.70","3,264.71","3,236.74",30.86M,0.62%
2019-02-19,"3,239.41","3,242.79","3,251.22","3,223.40",32.34M,-0.17%
2019-02-18,"3,244.79","3,239.10","3,248.14","3,235.57",28.94M,0.11%
2019-02-15,"3,241.25","3,179.38","3,247.34","3,175.71",54.99M,1.84%
2019-02-14,"3,182.66","3,212.95","3,228.11","3,182.66",39.15M,-0.62%
2019-02-13,"3,202.37","3,194.73","3,214.22","3,192.03",35.17M,0.36%
2019-02-12,"3,190.75","3,176.76","3,200.50","3,176.76",35.63M,0.79%
2019-02-11,"3,165.61","3,142.84","3,173.39","3,142.84",34.36M,0.96%
2019-02-08,"3,135.62","3,151.17","3,161.14","3,124.62",39.50M,-0.48%
2019-02-07,"3,150.76","3,204.93","3,208.67","3,150.76",46.94M,-1.93%
2019-02-06,"3,212.75","3,208.43","3,216.13","3,199.03",41.03M,-0.07%
2019-02-05,"3,215.04","3,165.84","3,215.04","3,162.78",51.90M,1.57%
2019-02-04,"3,165.20","3,170.30","3,174.23","3,143.87",34.19M,-0.19%
2019-02-01,"3,171.12","3,162.46","3,171.95","3,143.50",46.65M,0.37%
2019-01-31,"3,159.43","3,163.02","3,177.10","3,129.58",63.22M,-0.07%
2019-01-30,"3,161.74","3,155.80","3,163.34","3,148.84",33.89M,0.26%
2019-01-29,"3,153.42","3,136.15","3,166.24","3,130.75",30.92M,0.51%
2019-01-28,"3,137.27","3,157.00","3,157.00","3,131.26",32.31M,-0.82%
2019-01-25,"3,163.24","3,133.81","3,168.03","3,133.81",39.27M,1.18%
2019-01-24,"3,126.31","3,113.89","3,136.42","3,107.67",39.70M,0.46%
2019-01-23,"3,112.13","3,104.08","3,132.79","3,094.48",33.22M,-0.02%
2019-01-22,"3,112.80","3,120.32","3,122.76","3,097.27",30.95M,-0.39%
2019-01-21,"3,125.07","3,131.85","3,131.85","3,120.03",20.90M,-0.31%
2019-01-18,"3,134.92","3,079.15","3,137.42","3,079.15",49.45M,2.14%
2019-01-17,"3,069.35","3,069.41","3,073.00","3,053.08",33.66M,-0.26%
2019-01-16,"3,077.22","3,073.06","3,083.56","3,062.27",39.00M,0.30%
2019-01-15,"3,068.05","3,066.02","3,088.49","3,044.53",37.74M,0.42%
2019-01-14,"3,055.18","3,060.62","3,063.34","3,037.13",32.14M,-0.48%
2019-01-11,"3,070.04","3,079.59","3,087.66","3,056.36",33.13M,-0.18%
2019-01-10,"3,075.73","3,065.66","3,075.83","3,043.55",31.55M,0.18%
2019-01-09,"3,070.24","3,062.37","3,089.17","3,060.96",40.60M,0.50%
2019-01-08,"3,054.94","3,032.07","3,079.11","3,032.07",40.11M,0.70%
2019-01-07,"3,033.64","3,050.00","3,054.72","3,016.32",33.79M,-0.27%
2019-01-04,"3,041.85","2,964.15","3,050.66","2,964.15",44.43M,2.95%
2019-01-03,"2,954.66","2,978.28","2,984.52","2,950.82",36.17M,-1.29%
2019-01-02,"2,993.18","2,982.80","3,002.52","2,936.76",33.66M,-0.27%
2018-12-31,"3,001.42","2,991.40","3,003.01","2,990.61",22.05M,0.50%
2018-12-28,"2,986.53","2,952.05","2,996.17","2,951.51",33.81M,1.67%
2018-12-27,"2,937.36","2,987.67","2,997.24","2,908.70",47.01M,-1.22%
2018-12-24,"2,973.78","2,993.45","2,993.45","2,973.22",50.59M,-0.89%
2018-12-21,"3,000.61","2,996.92","3,003.06","2,957.56",87.44M,0.02%
2018-12-20,"3,000.06","3,031.32","3,031.32","2,993.40",58.89M,-1.68%
2018-12-19,"3,051.38","3,042.19","3,063.70","3,042.19",48.10M,0.37%
2018-12-18,"3,040.13","3,054.01","3,067.54","3,040.13",44.97M,-0.77%
2018-12-17,"3,063.65","3,088.97","3,092.82","3,053.56",37.71M,-0.94%
2018-12-14,"3,092.60","3,102.09","3,103.17","3,063.23",35.33M,-0.63%
2018-12-13,"3,112.17","3,110.57","3,128.10","3,100.11",46.73M,0.14%
2018-12-12,"3,107.97","3,059.25","3,119.20","3,059.25",48.95M,1.72%
2018-12-11,"3,055.32","3,028.93","3,083.50","3,028.93",43.65M,1.27%
2018-12-10,"3,016.99","3,054.67","3,054.67","3,007.53",44.43M,-1.36%
2018-12-07,"3,058.53","3,057.99","3,097.92","3,057.99",41.13M,0.41%
2018-12-06,"3,045.94","3,139.85","3,139.85","3,033.95",58.19M,-3.31%
2018-12-05,"3,150.27","3,181.68","3,181.68","3,146.11",34.60M,-1.22%
2018-12-04,"3,189.25","3,208.44","3,210.51","3,189.00",36.13M,-0.80%
2018-12-03,"3,214.99","3,187.33","3,244.98","3,187.33",43.20M,1.32%
2018-11-30,"3,173.13","3,178.06","3,182.16","3,159.08",43.62M,-0.03%
2018-11-29,"3,174.16","3,176.31","3,197.90","3,169.85",37.93M,0.19%
2018-11-28,"3,168.29","3,170.96","3,184.68","3,165.83",37.76M,0.06%
2018-11-27,"3,166.42","3,173.14","3,186.84","3,151.89",38.19M,-0.20%
2018-11-26,"3,172.71","3,151.22","3,184.66","3,151.22",46.68M,1.13%
2018-11-23,"3,137.21","3,127.94","3,145.04","3,114.74",26.60M,0.34%
2018-11-22,"3,126.67","3,148.80","3,148.80","3,121.59",30.93M,-0.86%
2018-11-21,"3,153.91","3,124.60","3,156.77","3,124.60",39.77M,1.21%
2018-11-20,"3,116.07","3,153.19","3,153.19","3,100.77",46.13M,-1.40%
2018-11-19,"3,160.33","3,184.51","3,206.58","3,157.95",31.03M,-0.64%
2018-11-16,"3,180.74","3,197.61","3,214.57","3,158.87",48.78M,-0.30%
2018-11-15,"3,190.31","3,210.04","3,227.74","3,164.85",39.59M,-0.47%
2018-11-14,"3,205.36","3,213.35","3,239.99","3,179.08",33.90M,-0.60%
2018-11-13,"3,224.82","3,200.08","3,228.88","3,196.70",35.68M,0.96%
2018-11-12,"3,194.08","3,237.95","3,248.33","3,192.58",31.96M,-1.10%
2018-11-09,"3,229.49","3,233.11","3,234.79","3,204.94",39.67M,-0.25%
2018-11-08,"3,237.60","3,248.70","3,263.72","3,231.80",33.12M,-0.26%
2018-11-07,"3,246.16","3,212.67","3,251.95","3,212.67",43.72M,1.21%
2018-11-06,"3,207.42","3,219.08","3,222.59","3,197.14",34.56M,-0.31%
2018-11-05,"3,217.37","3,215.73","3,230.98","3,210.76",30.72M,0.09%
2018-11-02,"3,214.41","3,217.78","3,251.67","3,214.39",40.69M,0.32%
2018-11-01,"3,204.21","3,196.13","3,227.42","3,192.38",38.41M,0.21%
2018-10-31,"3,197.51","3,160.02","3,210.29","3,160.02",61.63M,1.60%
2018-10-30,"3,147.13","3,157.31","3,169.75","3,123.92",42.35M,-0.25%
2018-10-29,"3,154.93","3,139.03","3,182.23","3,138.70",40.85M,0.64%
2018-10-26,"3,134.89","3,157.11","3,157.11","3,090.85",54.19M,-0.93%
2018-10-25,"3,164.40","3,126.69","3,166.44","3,107.88",52.19M,1.09%
2018-10-24,"3,130.33","3,144.16","3,185.99","3,128.93",44.59M,-0.34%
2018-10-23,"3,140.94","3,179.07","3,179.07","3,132.29",51.16M,-1.54%
2018-10-22,"3,190.09","3,217.55","3,245.87","3,187.50",42.62M,-0.65%
2018-10-19,"3,210.82","3,210.82","3,225.64","3,183.20",65.46M,-0.02%
2018-10-18,"3,211.59","3,241.79","3,258.34","3,211.59",48.62M,-0.97%
2018-10-17,"3,243.08","3,260.29","3,282.23","3,230.30",37.55M,-0.44%
2018-10-16,"3,257.34","3,211.47","3,260.81","3,208.14",41.60M,1.46%
2018-10-15,"3,210.37","3,193.79","3,214.91","3,180.61",31.36M,0.50%
2018-10-12,"3,194.41","3,219.19","3,245.16","3,193.40",43.63M,-0.46%
2018-10-11,"3,209.19","3,245.58","3,254.37","3,206.20",58.43M,-1.77%
2018-10-10,"3,266.90","3,321.59","3,321.59","3,266.23",45.42M,-1.65%
2018-10-09,"3,321.79","3,311.34","3,327.53","3,278.02",49.33M,0.36%
2018-10-08,"3,309.72","3,338.02","3,338.02","3,306.28",40.63M,-1.07%
2018-10-05,"3,345.51","3,374.27","3,377.70","3,343.67",38.44M,-0.88%
2018-10-04,"3,375.08","3,400.12","3,400.15","3,371.22",43.22M,-0.89%
2018-10-03,"3,405.48","3,395.16","3,414.23","3,389.52",39.81M,0.49%
2018-10-02,"3,388.99","3,403.59","3,403.59","3,370.95",47.62M,-0.74%
2018-10-01,"3,414.16","3,399.96","3,425.45","3,398.34",40.33M,0.44%
2018-09-28,"3,399.20","3,440.40","3,440.40","3,380.27",70.05M,-1.47%
2018-09-27,"3,449.79","3,429.58","3,452.41","3,408.48",38.36M,0.48%
2018-09-26,"3,433.15","3,421.90","3,433.74","3,415.58",34.22M,0.39%
2018-09-25,"3,419.78","3,410.05","3,425.64","3,408.70",35.90M,0.27%
2018-09-24,"3,410.44","3,426.85","3,426.85","3,405.42",33.50M,-0.59%
2018-09-21,"3,430.81","3,407.46","3,436.48","3,407.46",123.50M,0.81%
2018-09-20,"3,403.12","3,369.00","3,409.22","3,368.37",54.59M,1.03%
2018-09-19,"3,368.56","3,359.87","3,373.90","3,351.64",45.42M,0.30%
2018-09-18,"3,358.46","3,343.99","3,368.31","3,337.37",35.56M,0.37%
2018-09-17,"3,346.11","3,340.04","3,351.35","3,333.47",34.80M,0.04%
2018-09-14,"3,344.63","3,339.31","3,351.53","3,334.24",30.79M,0.33%
2018-09-13,"3,333.68","3,325.44","3,354.07","3,323.09",37.02M,0.21%
2018-09-12,"3,326.60","3,313.98","3,329.55","3,304.80",43.34M,0.45%
2018-09-11,"3,311.66","3,313.09","3,318.59","3,286.97",35.78M,0.07%
2018-09-10,"3,309.28","3,291.65","3,323.55","3,288.97",42.17M,0.48%
2018-09-07,"3,293.36","3,298.01","3,305.63","3,274.40",43.07M,-0.08%
2018-09-06,"3,295.95","3,315.88","3,328.69","3,295.95",39.78M,-0.59%
2018-09-05,"3,315.62","3,352.71","3,352.71","3,315.42",54.14M,-1.30%
2018-09-04,"3,359.36","3,401.25","3,408.25","3,343.98",44.82M,-1.05%
2018-09-03,"3,394.99","3,391.82","3,397.24","3,382.02",23.26M,0.06%
2018-08-31,"3,392.90","3,428.63","3,428.63","3,389.92",42.81M,-1.11%
2018-08-30,"3,430.99","3,452.94","3,452.94","3,423.42",34.61M,-0.73%
2018-08-29,"3,456.13","3,448.44","3,457.84","3,438.15",26.71M,0.25%
2018-08-28,"3,447.57","3,459.12","3,463.03","3,447.55",32.42M,-0.24%
2018-08-27,"3,456.01","3,435.12","3,460.72","3,433.59",19.73M,0.83%
2018-08-24,"3,427.44","3,419.45","3,436.55","3,419.45",23.01M,0.24%
2018-08-23,"3,419.26","3,420.60","3,430.37","3,416.10",25.14M,-0.03%
2018-08-22,"3,420.18","3,408.28","3,429.59","3,404.87",30.09M,0.25%
2018-08-21,"3,411.66","3,390.26","3,424.00","3,387.04",29.32M,0.53%
2018-08-20,"3,393.67","3,376.38","3,405.17","3,376.38",23.00M,0.61%
2018-08-17,"3,372.94","3,378.49","3,385.74","3,354.30",37.45M,-0.14%
2018-08-16,"3,377.56","3,366.01","3,381.63","3,357.49",35.45M,0.55%
2018-08-15,"3,359.08","3,411.27","3,422.86","3,349.14",38.55M,-1.48%
2018-08-14,"3,409.44","3,415.08","3,435.12","3,398.38",34.59M,-0.01%
2018-08-13,"3,409.68","3,423.37","3,424.23","3,400.23",41.68M,-0.48%
2018-08-10,"3,426.28","3,486.31","3,486.31","3,413.68",58.23M,-1.94%
2018-08-09,"3,494.13","3,490.37","3,496.97","3,478.28",27.20M,0.02%
2018-08-08,"3,493.60","3,502.17","3,509.31","3,486.57",30.39M,-0.31%
2018-08-07,"3,504.37","3,487.03","3,514.97","3,487.03",27.82M,0.60%
2018-08-06,"3,483.30","3,483.19","3,502.35","3,472.01",29.32M,0.03%
2018-08-03,"3,482.40","3,474.82","3,491.47","3,470.26",33.50M,0.38%
2018-08-02,"3,469.21","3,505.11","3,505.11","3,460.14",52.67M,-1.14%
2018-08-01,"3,509.23","3,527.82","3,531.61","3,506.68",45.24M,-0.46%
2018-07-31,"3,525.49","3,512.03","3,536.87","3,509.10",45.89M,0.38%
2018-07-30,"3,512.31","3,517.56","3,521.42","3,511.90",26.94M,-0.42%
2018-07-27,"3,527.18","3,512.74","3,529.39","3,509.67",36.21M,0.51%
2018-07-26,"3,509.26","3,472.82","3,509.38","3,472.82",41.71M,1.18%
2018-07-25,"3,468.45","3,482.31","3,486.04","3,460.00",32.69M,-0.43%
